30	3000	31.798418760299683
30	3000	30.95041799545288
30	3000	31.159037351608276
30	3000	35.42609167098999
30	3000	31.67635989189148
60	3000	61.78858947753906
60	3000	61.81871271133423
60	3000	63.26417827606201
60	3000	62.22840619087219
60	3000	62.449745416641235
90	3000	94.18593001365662
90	3000	94.64907264709473
90	3000	92.83248901367188
90	3000	93.04780912399292
90	3000	94.16519021987915
120	3000	123.83684921264648
120	3000	125.4950225353241
120	3000	125.75499963760376
120	3000	126.12873196601868
120	3000	124.9387092590332
